RAM 4964/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [100%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 16% PLL@35.5C MCPU@35.5C PMIC@100C Tboard@31C GPU@34C BCPU@35.5C thermal@35C Tdiode@32.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/603 VDD_4V0_WIFI 0/0 VDD_IN 3411/3546 VDD_SYS_CPU 919/940 VDD_SYS_DDR 799/884
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [98%@2035,off,off,1%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 27% PLL@35.5C MCPU@35.5C PMIC@100C Tboard@31C GPU@33.5C BCPU@35.5C thermal@35C Tdiode@32.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 612/603 VDD_4V0_WIFI 0/0 VDD_IN 3450/3544 VDD_SYS_CPU 919/940 VDD_SYS_DDR 818/883
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [99%@2035,off,off,0%@2035,1%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@33.5C BCPU@36C thermal@35C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 612/603 VDD_4V0_WIFI 0/0 VDD_IN 3946/3553 VDD_SYS_CPU 1072/943 VDD_SYS_DDR 1047/887
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [40%@2035,off,off,60%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/605 VDD_4V0_WIFI 0/0 VDD_IN 4061/3564 VDD_SYS_CPU 1149/947 VDD_SYS_DDR 1104/891
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [1%@2035,off,off,99%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/607 VDD_4V0_WIFI 0/0 VDD_IN 4100/3575 VDD_SYS_CPU 1149/951 VDD_SYS_DDR 1104/896
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [1%@2035,off,off,99%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/608 VDD_4V0_WIFI 0/0 VDD_IN 4100/3586 VDD_SYS_CPU 1149/955 VDD_SYS_DDR 1123/901
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [44%@2035,off,off,55%@2035,0%@2035,1%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/610 VDD_4V0_WIFI 0/0 VDD_IN 4138/3598 VDD_SYS_CPU 1149/959 VDD_SYS_DDR 1123/905
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [77%@2035,off,off,22%@2035,0%@2035,1%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/612 VDD_4V0_WIFI 0/0 VDD_IN 4138/3608 VDD_SYS_CPU 1149/963 VDD_SYS_DDR 1123/909
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [98%@2035,off,off,0%@2035,0%@2035,1%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/613 VDD_4V0_WIFI 0/0 VDD_IN 4100/3618 VDD_SYS_CPU 1149/967 VDD_SYS_DDR 1104/913
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [66%@2035,off,off,0%@2035,0%@2035,33%@2035] EMC_FREQ 0% GR3D_FREQ 0% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/615 VDD_4V0_WIFI 0/0 VDD_IN 4061/3627 VDD_SYS_CPU 1149/970 VDD_SYS_DDR 1104/917
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [99%@2035,off,off,0%@2035,0%@2035,1%@2035] EMC_FREQ 0% GR3D_FREQ 4% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/616 VDD_4V0_WIFI 0/0 VDD_IN 4100/3635 VDD_SYS_CPU 1149/974 VDD_SYS_DDR 1123/921
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [97%@2035,off,off,0%@2035,1%@2035,1%@2035] EMC_FREQ 0% GR3D_FREQ 4% PLL@36.5C MCPU@36.5C PMIC@100C Tboard@31C GPU@34C BCPU@36.5C thermal@35.2C Tdiode@32.5C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/617 VDD_4V0_WIFI 0/0 VDD_IN 4100/3644 VDD_SYS_CPU 1149/977 VDD_SYS_DDR 1123/924
RAM 4965/7860MB (lfb 114x4MB) SWAP 220/3930MB (cached 11MB) CPU [99%@2035,off,off,0%@2035,0%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 4% PLL@36C MCPU@36C PMIC@100C Tboard@31C GPU@34C BCPU@36C thermal@35.5C Tdiode@32.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 689/619 VDD_4V0_WIFI 0/0 VDD_IN 4100/3652 VDD_SYS_CPU 1149/980 VDD_SYS_DDR 1123/928
